Text,Date,Status,Retweet
RT @Weeklyoptions: $AAPL looking strong caught on wrong side today.,2015-05-22 14:46:35,601761075722211328,601760602432770048
"$ALXN $AAPL $EXPE $GRMN $INFA $INFY Up to 900% #trading long positions from #NASDAQ, Ira account compatible http://t.co/1mj6DSmvnz $QQQ",2015-05-22 14:46:22,601761020311404544,""
RT @Japanesegunto: it is done.... market is so dead there is no human trading... machine is taking over. lol... $TSLA $NFLX $AAPL $AMZN $SP…,2015-05-22 14:46:07,601760960701796352,601758085888245761
$AAPL we may never see 130 again...  #apple,2015-05-22 14:46:05,601760952854294530,""
"Going through overvalued &amp; overbought stocks, $RGEN will also need cash soon. $AAPL $YHOO $SHAK $BABA $GOOG $FB $TWTR $YELP $FEYE $SPLK $Z",2015-05-22 14:45:53,601760900010258432,""
RT @etfguide: WATCH: Take our #PortfolioReportCard Challenge! http://t.co/c0pvWrz071 $TSLA $AAPL $MSFT $SPY $SCHB,2015-05-22 14:45:51,601760893773426688,601735100531908608
"Report: Apple prepping 12"" iPads, dual-app viewing, multi-user login $AAPL http://t.co/q6TQW5QdN2",2015-05-22 14:45:37,601760834285608961,""
It's all about $AAPL &amp; $GPRO of late - The two should just pull a @beatsbydre and merge already // $GOOG $AMZN $FB #YouTube @jimcramer,2015-05-22 14:45:24,601760779600277504,""
"next week is a short week. $aapl already stared the running without me. $twtr, $tsla, $tsla will be top list. any news $tsla will move huge",2015-05-22 14:45:12,601760728760987648,""
Sold my $AAPL Call fly at $1.91 from $2.03 along with all my hedges. Not looking good for the trade,2015-05-22 14:45:10,601760722100563968,""
"$AAPL as said before, you don't trade AAPL. You buy it and hold it for life. https://t.co/aJTg83lH1B",2015-05-22 14:44:57,601760664340791296,""
$AAPL looking strong caught on wrong side today.,2015-05-22 14:44:42,601760602432770048,""
Consumer data firm says #AppleWatch orders fell sharply after the first day and have remained flat ever since: http://t.co/LgsM2CMVMR $AAPL,2015-05-22 14:43:55,601760406798016512,""
Go ahead Mr. market maker...  Suck them in and then flush them all out at the close..... $AAPL PIN DAY PEOPLE.... WAKE-UP!,2015-05-22 14:43:13,601760227973795840,""
RT @Scipione93: Love me some $AAPL stock!,2015-05-22 14:43:09,601760213792751616,601759780852539392
$AAPL grrr ya baja tantito,2015-05-22 14:43:07,601760203814490113,""
Join the climate movement! http://t.co/lma21iSUFl #Motivated #NoTPP #NoFastTrack $aapl,2015-05-22 14:42:55,601760152006631425,""
$KUTv moving like $YOKU $BABA $AMZN $AAPL ... Young wolves... Conquer fear &amp; hold for the double,2015-05-22 14:42:42,601760099951104000,""
"Sube $AAPL sube, sube $AAPL sube sube!",2015-05-22 14:42:36,601760073728204801,""
@AnthonyMaceroni $AAPL $BABA $GPRO $TWTR $FB $GOOG $NFLX. Do I have ur attention now? $VEEV now above 28 r line &amp; looking nice... Real nice,2015-05-22 14:42:15,601759985920516096,""
"$FB that breakout finally made my day!
I'm all set for the long weekend
$TSLA $TWTR $SHAK $AAPL $VIX",2015-05-22 14:42:09,601759961215946753,""
$AAPL looking to take out previous all-time highs set on February 23 and April 26,2015-05-22 14:41:30,601759797231288320,""
Love me some $AAPL stock!,2015-05-22 14:41:26,601759780852539392,""
@holdingtrades ¿Algun punto de salida para $AAPL hoy? ¿134?,2015-05-22 14:40:58,601759664712192001,""
"Going through overvalued &amp; overbought, $RGEN will need cash soon. $AAPL $YHOO $SHAK $BABA $GOOG $FB $TWTR $YELP",2015-05-22 14:40:27,601759533719916545,""
"INFN Intel Corp. Ex-Div Date
Click Here -&gt; http://t.co/acuftNqTiM

Trending $INFN $AAPL $HL $PBR #INFN #invest #finance",2015-05-22 14:40:08,601759451733839872,""
"Apple Watch Orders Estimated to Average 30,000 Per Day in US After Initial Surge $AAPL #aapl 
http://t.co/ozPCoBzVdh http://t.co/JQad4o4biF",2015-05-22 14:40:00,601759419827892224,""
RT @stock_coach: Nice little 260% winner on $AAPL calls to start the day! I will take it! http://t.co/hqnT0b0j2T #thecoachsroster,2015-05-22 14:38:57,601759155070767105,601756177756590080
Hottest Stocks to Keep Your Eyes on: http://t.co/nb9xfE9XKo $AAPL $PGND $BIDU $APA,2015-05-22 14:38:46,601759110757945344,""
"Mizuho says buy NXP, Micron, ON Semi $NXPI $MU $ON $AAPL $SWKS $SYNA $AVGO $CY: Full Story http://t.co/cpMffq5gdA",2015-05-22 14:38:42,601759093620019201,""
"Last words of Steve Jobs: ""never let them delete the stocks app"" $AAPL",2015-05-22 14:38:29,601759039480008704,""
$AAPL breakouts yet. ......,2015-05-22 14:37:51,601758879073095680,""
"Apple's rumored TV service to include local stations, likely won't… http://t.co/WOlTaVb4LF #iDownloadBlog $AAPL http://t.co/2y7LJIBGVL",2015-05-22 14:37:37,601758819199295488,""
"$XIV Stock Price Updated Friday, May 22, 2015 10:11:10 AM $MMM $TBT $CLDN $AAPL http://t.co/PljblN2xzD",2015-05-22 14:37:37,601758818939248640,""
$AAPL hod'ing 132.75,2015-05-22 14:36:51,601758625267372032,""
"RT @Benzinga: ""You can't get the market to correct if you can't get $AAPL to correct."" @UdallTechStrat on #PreMarket Prep: http://t.co/IiSg…",2015-05-22 14:36:42,601758590232330241,601742910648754177
$GLD update: $SPY Every man&amp;#39;s experience $AAPL $BABA $BAC $GLD $GOOG $NOK $T $TLT $VXX,2015-05-22 14:36:34,601758557210542082,""
"$CPB $DE $FL $LGF $AXP $UNH $AAPL Stocks narrowly mixed; inflation, Yellen in focus http://t.co/tsuke1rNPD #Inflation #Yellen #WallStreet",2015-05-22 14:36:03,601758423844163584,""
RT @247WallSt: Apple $AAPL and Oracle $ORCL are now alternatives in the 10 Stocks to Own for the Next Decade http://t.co/uG6b1bRysg,2015-05-22 14:35:57,601758399160791040,601742101278281728
More $AAPL buying. Relentless,2015-05-22 14:35:53,601758383662768130,""
$AAPL gixxer11: $135 would be great for a happy weekend: gixxer11 http://t.co/z23dsV61H1,2015-05-22 14:35:49,601758368944955392,""
$AAPL gixxer11: Come on 133 :) blow through it please: gixxer11 http://t.co/Hma1vPOH1G,2015-05-22 14:35:49,601758367464361986,""
$AAPL MXer: 3 year old article written well before the split: MXer http://t.co/wBlXyCz3Vs,2015-05-22 14:35:49,601758366470250496,""
$AAPL PowerPlay1: AAPL$$ $200 PLUS BY END OF JUNE!: PowerPlay1 http://t.co/T34Zg2IGtt,2015-05-22 14:35:48,601758364977115136,""
$AAPL KingDMC: One of very few stocks green on my: KingDMC http://t.co/t84MaVByQ2,2015-05-22 14:35:48,601758362775130113,""
$AAPL gixxer11: $135 would be great for a happy weekend: gixxer11 http://t.co/URztBT3UiX,2015-05-22 14:35:43,601758343506493440,""
$AAPL gixxer11: $135 would be great for a happy weekend: gixxer11 http://t.co/fRfKaQQg5Z,2015-05-22 14:35:42,601758339672907777,""
$AAPL Earnings are Increasing. #CML_AAPL #CML_Earnings http://t.co/szRKr4G7yd http://t.co/ZH7NESAGv7,2015-05-22 14:35:37,601758318093176832,""
$AAPL NASA would be proud today,2015-05-22 14:35:27,601758276670337024,""
$AAPL (1h): Extending to previous resistance of 132.85 zone http://t.co/gn4UYzENSx Use LOD or PB as potential long opps,2015-05-22 14:34:57,601758148790067201,""
it is done.... market is so dead there is no human trading... machine is taking over. lol... $TSLA $NFLX $AAPL $AMZN $SPY $ES_F $TWTR,2015-05-22 14:34:42,601758085888245761,""
RT @StockHighAlert: TRADERS FROM ALL AROUND THE WORLD R BUYING &amp; CHECKING OUT THE $VIDG NEWS at http://t.co/ZN1kubHo6F #pennystocks $aapl $…,2015-05-22 14:34:28,601758027318984704,601752865422454785
Free access today Username: free Password: day http://t.co/x2aTbeHB3T $TWTR $LNKD $BABA $AAPL $FB $PCLN $BIDU $YHOO $NFLX $TSLA $AMZN $GOOG,2015-05-22 14:34:17,601757980841746432,""
"Samsung’s S6: Great Pics, Nice Style, Edge Alerts Seem Pointless - Tech Trader Daily - Barron's $005930KS $AAPL http://t.co/RJbsP8V80x",2015-05-22 14:32:23,601757504020832256,""
"$AAPL whatever happened to ""sell in May &amp; go away""?",2015-05-22 14:32:15,601757468285390848,""
"$FB $TSLA $AAPL $TWTR $NFLX $SHAK 
Everything counts in large amounts",2015-05-22 14:31:44,601757339008512000,""
"AAPL Apple, Inc. Bid
Click Here -&gt; http://t.co/QJLtIRtEsM

Trending $AAPL $GG $PLUG $FEYE #AAPL #pennystocks #stocks",2015-05-22 14:31:09,601757193738719233,""
RT @StockHighAlert: TRADERS FROM ALL AROUND THE WORLD R BUYING &amp; CHECKING OUT THE $VIDG NEWS at http://t.co/ZN1kubHo6F #pennystocks $aapl $…,2015-05-22 14:30:38,601757062968778752,601752865422454785
RT @StockHighAlert: Let's make HUGE profit's on $VIDG news - http://t.co/TnrOpeDK4o #pennystocks $vidg $bayp $aapl $nok $fb $twtr,2015-05-22 14:30:38,601757062222245889,601750890526085123
RT @Sentiquant: #toptickertweets $AAPL $FB $SPY $ISR $PBMD $AVEO $BABA $SHAK $GOOG $TWTR #sentiquant 20150522 10:00:05:059,2015-05-22 14:30:25,601757008421859328,601749372754243584
"Hablando de techos $SBUX como $AAPL a punto de hacer doble $51.47 +0.27%,esperemos que sigan subiendo ambas...",2015-05-22 14:30:21,601756991585812482,""
Apple: Continuing iPhone Strength Demolishes Bear Case http://t.co/EchMFuz982 $AAPL,2015-05-22 14:30:03,601756914666504193,""
Taking profits in Jun dated paper: $AAPL $GILD.,2015-05-22 14:29:23,601756748098056192,""
$AAPL explosive volume on a quiet day. Quite impressed. lets see if this continues for the rest of the day. Currently 63% above 100 day avg,2015-05-22 14:29:18,601756725159407616,""
$AAPL $132.54 +0.89% a punto de hacer triple techo.,2015-05-22 14:28:57,601756638517665792,""
RT @jessefelder: .@Carl_C_Icahn stokes $AAPL FOMO http://t.co/EGB0JXGbm2,2015-05-22 14:28:52,601756618317955072,601756126372175872
$SPX vs. $AAPL http://t.co/FRmIAOy4MN,2015-05-22 14:28:16,601756468719779841,""
RT @247WallSt: Apple $AAPL and Oracle $ORCL are now alternatives in the 10 Stocks to Own for the Next Decade http://t.co/uG6b1bRysg,2015-05-22 14:27:28,601756266457731073,601742101278281728
"$AAPL will have trouble staying at this level to close.
#openinterest 
https://t.co/Q7QkXMCq2C http://t.co/oPyitKIOXB",2015-05-22 14:27:27,601756260766101504,""
Nice little 260% winner on $AAPL calls to start the day! I will take it! http://t.co/Nj3Io5xcNI #thecoachsroster,2015-05-22 14:27:09,601756185671249921,""
Nice little 260% winner on $AAPL calls to start the day! I will take it! http://t.co/hqnT0b0j2T #thecoachsroster,2015-05-22 14:27:07,601756177756590080,""
.@Carl_C_Icahn stokes $AAPL FOMO http://t.co/EGB0JXGbm2,2015-05-22 14:26:55,601756126372175872,""
Playing $AAPL puts. Always play small on Fridays. But Gains are gains ! Only 5 spots left . For our… https://t.co/ch9yv2GEhs,2015-05-22 14:26:37,601756053705986048,""
My dad is having a monster day... Has owned $AAPL $FEYE $AGEN $YOKU $ACAD long term and has $GILD calls,2015-05-22 14:26:07,601755926798868481,""
TRADERS FROM ALL AROUND THE WORLD R BUYING &amp; CHECKING OUT THE $VIDG NEWS at http://t.co/ZN1kubHo6F #pennystocks Don't be left behind! $aapl,2015-05-22 14:25:46,601755836831043584,""
RT @StockHighAlert: TRADERS FROM ALL AROUND THE WORLD R BUYING &amp; CHECKING OUT THE $VIDG NEWS at http://t.co/ZN1kubHo6F #pennystocks $aapl $…,2015-05-22 14:25:03,601755657142960129,601752865422454785
Apple: Debating U.S. iPhone Upgrade Challenges $AAPL http://t.co/vdt0IGPPAK,2015-05-22 14:24:55,601755622141337602,""
$AAPL up nicely.. $ACAD finally saying over 40... $FEYE nice gap up and wants 45... $YOKU having a monster last few days...,2015-05-22 14:24:51,601755608396615680,""
@bdlefan Thx Mark! $BABA $BIDU $HPQ $EBAY $LBTYA $FEYE $AAPL and many more... glad to help! Havea great long weekend my friend,2015-05-22 14:24:41,601755564117483520,""
"Report: Apple prepping 12"" iPads, dual-app viewing, multi-user login $AAPL http://t.co/bEjYHBY1zl",2015-05-22 14:23:56,601755375545626624,""
$AAPL Broke out yesterday and continuing on from that - But overall #volume could be much better !,2015-05-22 14:23:14,601755198638465025,""
RT @StockHighAlert: TRADERS FROM ALL AROUND THE WORLD R BUYING &amp; CHECKING OUT THE $VIDG NEWS at http://t.co/ZN1kubHo6F #pennystocks $aapl $…,2015-05-22 14:22:33,601755026445488128,601752865422454785
RT @StockHighAlert: Let's make HUGE profit's on $VIDG news - http://t.co/TnrOpeDK4o #pennystocks $vidg $bayp $aapl $nok $fb $twtr,2015-05-22 14:22:32,601755025619181568,601750890526085123
@JeffMacke @timseymour We are Heading to the Hamptons and listening to our #Barry playlist. At the Copa  #Copacabana @barrymanilow $AAPL $FB,2015-05-22 14:22:09,601754928600723456,""
RT rickjnewman: #Apple copies ... #Microsoft! YahooFinance explains: http://t.co/nYskoMguo6 $AAPL $MSFT http://t.co/noaCC2t6g6 #YahooFi…,2015-05-22 14:21:53,601754860325883904,""
YahooFinance: RT rickjnewman: #Apple copies ... #Microsoft! YahooFinance explains: http://t.co/NXiZaAVNfI $AAPL $MSFT,2015-05-22 14:21:19,601754716301881345,""
RT @PeterGhostine: $AAPL chart update. http://t.co/1EV3xdD4Vo,2015-05-22 14:21:14,601754696404094976,601754524991107072
No ego here......RT @Carl_C_Icahn: Think you will find our latest letter to @tim_cook re $AAPL interesting: http://t.co/MR1uMVvAOG,2015-05-22 14:21:13,601754692214005760,""
$spy $spx $es_f $xom $f $AAPL $VIX $TVIX $pcln #stockmarket #pennystocks haha http://t.co/ZGcpsybBkF,2015-05-22 14:21:11,601754684462747648,""
RT @rickjnewman: #Apple copies ... #Microsoft! @YahooFinance explains: http://t.co/KR2S3puLwT $AAPL $MSFT,2015-05-22 14:21:05,601754659087380480,601754088364212226
$AAPL chart update. http://t.co/1EV3xdD4Vo,2015-05-22 14:20:33,601754524991107072,""
@traderstewie $AAPL nearing short term top?,2015-05-22 14:20:21,601754476047904768,""
Because of yesterday's climb in $AAPL I tried a long for the continuation and produced a good profit today :) http://t.co/aGz87UMq6a,2015-05-22 14:20:19,601754465436209152,""
RT @SeekingAlpha: The Great Beta Hoax: Not An Accurate Measure Of Risk After All http://t.co/yUVZZaOo51 $AAPL #APPLE $JCI $JNJ $SO,2015-05-22 14:20:10,601754427263877120,601603346156269569
RT @rickjnewman: #Apple copies ... #Microsoft! @YahooFinance explains: http://t.co/KR2S3puLwT $AAPL $MSFT,2015-05-22 14:19:35,601754281801338880,601754088364212226
"Posible re entrada de $AAPL sobe 132.70

Home Day Trading

WEB: http://t.co/X6MfMc85Xe
ID skype: HOMEDAYTRADING... http://t.co/MUslakBL4O",2015-05-22 14:19:31,601754263807774720,""
A cheap bet on $AAPL by a trader. Today's expiry 1001 133/134 call spread.,2015-05-22 14:19:15,601754199353741313,""
http://t.co/lHrn2uYlCn $aapl,2015-05-22 14:19:12,601754185147617281,""
#Apple copies ... #Microsoft! @YahooFinance explains: http://t.co/KR2S3puLwT $AAPL $MSFT,2015-05-22 14:18:49,601754088364212226,""
$aapl #hod  $132.70. Could we see an #alltimehigh today?,2015-05-22 14:18:49,601754088099811328,""
RT @StockHighAlert: TRADERS FROM ALL AROUND THE WORLD R BUYING &amp; CHECKING OUT THE $VIDG NEWS at http://t.co/ZN1kubHo6F #pennystocks $aapl $…,2015-05-22 14:18:39,601754048883195904,601752865422454785
@gurutr8salerts Great trade! the rollover from one call to another in $AAPL taking profits on both was amazing. Timing was the key. Thanks,2015-05-22 14:18:11,601753927747510272,""
RT @craigbuj: Hedge Fund Top 50 - lots of Tech names!  $AAPL $FB $BIDU $QCOM $EBAY $MSFT http://t.co/grftV6BDlf http://t.co/MhWQMAJsjW,2015-05-22 14:18:02,601753892200779776,601511762643591168
Plug Power Inc. (PLUG) Small Cap Stock Watch | TKO Stocks http://t.co/YvhpnRtXs6 $PLUG $GOOG $AAPL #TKOSTOCKS,2015-05-22 14:17:45,601753821505806336,""
RT @GerberKawasaki: Getting fun here with $aapl and $gild up nicely. We love it.,2015-05-22 14:17:26,601753740723376128,601753016396427265
RT @craigbuj: Hedge Fund Top 50 - lots of Tech names!  $AAPL $FB $BIDU $QCOM $EBAY $MSFT http://t.co/grftV6BDlf http://t.co/MhWQMAJsjW,2015-05-22 14:17:25,601753735887454209,601511762643591168
Apple Inc.’s (AAPL) iOS 9 To Bring Major Improvements In Apple Maps http://t.co/VkwklJK5wR $AAPL,2015-05-22 14:17:03,601753644086726656,""
"@7wtc @gorechristophe2 @AfshinRod Insanity with so many, yet $AAPL trading well below market P/E. I think $AAPL may indeed breakout here.",2015-05-22 14:17:03,601753643235352577,""
BlackBerry: This Isn't A True Buyback  $AAPL http://t.co/JLRuqvggok,2015-05-22 14:16:51,601753593616670721,""
"Large Cap Stocks Buzz – Apple (AAPL), Ambev (ABEV), Vale (VALE), Yahoo! (YHOO) http://t.co/BPmmq1GOqy $AAPL",2015-05-22 14:16:47,601753575438462977,""
Will Apple (NASDAQ:AAPL) Pay make Its Way to Europe by this summer? http://t.co/mHVjuDQHbt $AAPL,2015-05-22 14:16:46,601753574570242049,""
Apple Inc. (AAPL) To Revitalize iPad Sales With A New 12 Inch Split Screen http://t.co/spOtaEFfYZ #ipad $AAPL,2015-05-22 14:15:57,601753368906764288,""
"""@maetrader: $AAPL I sure sold my weeklies way, way, way too early on this one (yesterday morning)""",2015-05-22 14:15:53,601753350317547521,""
"""@skidoome: ""@blondietrader: $AAPL In August 135 calls.. In BIG too""Will grab those when we get a dip!""",2015-05-22 14:15:32,601753264137183233,""
"$FB Put next week
$SPY $QQQ $AAPL $GOOGL $GOOG $TWTR $FB $BABA $PCLN $TSLA $BIDU $AMZN $MSFT http://t.co/73EkOT8A99",2015-05-22 14:15:20,601753214208212992,""
"Probably won't happen today, but $AAPL is getting close to all time highs, again. I'm long with the rest of planet Earth.",2015-05-22 14:15:08,601753161838235648,""
$fro $gpro $vdsi $aapl http://t.co/MXsHNM2s7O,2015-05-22 14:15:07,601753157308436480,""
"#Nasdaq Taking #Apple, #Microsoft to #Shenzhen With Tech Stock #ETF $AAPL $MSFT  http://t.co/LnyY0O0jRS",2015-05-22 14:14:43,601753058972938240,""
$AAPL sold rest 132 calls at 79c from 40c,2015-05-22 14:14:42,601753053784596480,""
Getting fun here with $aapl and $gild up nicely. We love it.,2015-05-22 14:14:33,601753016396427265,""
out of $AAPl right there,2015-05-22 14:14:32,601753010537115648,""
$AAPL 132 calls are 79c from 40c /// done with these,2015-05-22 14:14:29,601752997949935616,""
"$BABA $AAPL $BIDU I left 500% gain on the table! heart breaking,, ughhhh'",2015-05-22 14:14:23,601752975111884801,""
$AAPL next swing scale target is 133 and she is roaring up to that target. Will take another slice from called buy mid 125's. REALTIMECALLS,2015-05-22 14:14:08,601752909848522753,""
TRADERS FROM ALL AROUND THE WORLD R BUYING &amp; CHECKING OUT THE $VIDG NEWS at http://t.co/ZN1kubHo6F #pennystocks $aapl $twtr $fb $goog $bbry,2015-05-22 14:13:57,601752865422454785,""
LG G4 Note To Challenge Samsung Galaxy Note 5 - $066570 $LGEAF $QCOM $BC94 $005930 $AAPL http://t.co/TIJlso8ptJ via @ValueWalkTech,2015-05-22 14:13:56,601752859026173952,""
"$AAPL so much money flowing into her, hard to get anything else going....",2015-05-22 14:13:26,601752733461319680,""
@Carl_C_Icahn @Reuters @SamuelForgione $AAPL has been the biggest no brainer the last 2 yrs. Anyone with half a brain should have loaded up,2015-05-22 14:13:22,601752718701625344,""
RT @StockHighAlert: Let's make HUGE profit's on $VIDG news - http://t.co/TnrOpeDK4o #pennystocks $vidg $bayp $aapl $nok $fb $twtr,2015-05-22 14:12:56,601752609276432384,601750890526085123
$AAPL continues 2act well. $FEYE CEO said it's the only software approved by govt &amp;companies can't be sued 4data breach if they use FEYE s/w,2015-05-22 14:12:41,601752545829126144,""
"Transaction costs for trading $AAPL with brokers, min: 0.039% max: 0.254% difference: 6x http://t.co/9NUGZcj6C1 #spreadbetting",2015-05-22 14:12:33,601752509858844672,""
$GOOG $AAPL $TWTR Friday Market Minute Video Gone Wild - Update from Option Millionaires - Stock Options Chatroom ... http://t.co/th6Y37ePz7,2015-05-22 14:12:30,601752501017280512,""
"RT @SimsOnFinance: $GILD HCV treatment is the iPhone of biotech $AAPL

#breakout",2015-05-22 14:12:19,601752453537640450,601752187065208832
RT @seeitmarket: Using Stock Price Congestions Zones For Capital Reallocation (archives) http://t.co/NO4BNHx5EZ by @RinehartMaria $AAPL $HP…,2015-05-22 14:12:12,601752424634785792,599061978007609344
Commented on StockTwits: $AAPL these are 76c now http://t.co/BNEFUnEEjb,2015-05-22 14:12:00,601752375238402049,""
Everyone said the market is going to be dead at 10:30. today due to the holidays. Machine is taking over $TSLA $ES_F $AAPL $NFLX $SPY,2015-05-22 14:11:53,601752343143653376,""
$AAPL $QQQ $SPY $IBM Friday Market Minute Video Gone Wild - Update from Option Millionaires - Stock Options Chatro... http://t.co/oha7fd8iBs,2015-05-22 14:11:18,601752196179488768,""
"$GILD HCV treatment is the iPhone of biotech $AAPL

#breakout",2015-05-22 14:11:16,601752187065208832,""
RT @Carl_C_Icahn: Think you will find our latest letter to @tim_cook re $AAPL interesting: http://t.co/w6e9XvWptb,2015-05-22 14:11:14,601752179024777216,600315019041996800
RT @StockHighAlert: Let's make HUGE profit's on $VIDG news - http://t.co/TnrOpeDK4o #pennystocks $vidg $bayp $aapl $nok $fb $twtr,2015-05-22 14:11:09,601752158900514817,601750890526085123
$VRTX Breaking out for the next leg up $AAPL $GILD $IBB,2015-05-22 14:11:05,601752144044101632,""
"RT @HFTAlert: Yesterday, there were 5 big waves of buying shown by the $AAPL Market Pressure Accumulator. Demand keeps building. http://t.c…",2015-05-22 14:10:54,601752097139335168,601751930759708672
"$DDD Put next week
 $SPY $QQQ $AAPL $GOOGL $GOOG $TWTR $FB $BABA $PCLN $TSLA $BIDU $AMZN $MSFT http://t.co/V25oUHSNaS",2015-05-22 14:10:45,601752058870431744,""
"Yesterday, there were 5 big waves of buying shown by the $AAPL Market Pressure Accumulator. Demand keeps building. http://t.co/CaSDc9XPra",2015-05-22 14:10:14,601751930759708672,""
$AAPL dont' short this thing today,2015-05-22 14:10:13,601751922702430209,""
"""You can't get the market to correct if you can't get $AAPL to correct  $AAPL #aapl #News 
http://t.co/ozPCoBzVdh http://t.co/0QdB87fUen",2015-05-22 14:10:04,601751886388195328,""
$AAPL next week 135 weeklies in play here god bless merica,2015-05-22 14:10:03,601751883980611585,""
RT @CBOE: Actives on open @ CBOE: $AAPL $BABA $AMZN $FB $MU $BIDU $SDRL $BAC $INTC $EXPE $CHK $FEYE,2015-05-22 14:09:56,601751852095442945,601745514904875008
Adding more to my $AAPL 134/135 call spread hedge at $.25. Looking very strong here.,2015-05-22 14:09:02,601751624927830016,""
$AAPL through 132.50.. Will be looking to peel most of them near 133 if we get there.,2015-05-22 14:08:27,601751480412962817,""
RT @StockHighAlert: Let's make HUGE profit's on $VIDG news - http://t.co/TnrOpeDK4o #pennystocks $vidg $bayp $aapl $nok $fb $twtr,2015-05-22 14:08:25,601751473630879744,601750890526085123
$AAPL Posible rompimiento al alza de triángul en el RSI semanal #TRMX http://t.co/m94Y3CMtRJ,2015-05-22 14:08:25,601751470174789632,""
"APPLE - Fibonacci Technicals Levels -. Intraday  Update - $AAPL #aapl #Trading 
http://t.co/vPUqV0LDOz",2015-05-22 14:08:22,601751460561481728,""
$AAPL not done yet :),2015-05-22 14:08:19,601751448179777537,""
Cerrado 1 largo de $AAPL a 132.6USD ganando 1.16USD IDOP231276  vía @TTtradertwit... http://t.co/Ad6vWCiPVD,2015-05-22 14:08:09,601751405741879296,""
$AAPL is up almost 1% again #nosurprisethere Everyday the market is open is a good day for an Apple share buyback program.....,2015-05-22 14:08:05,601751386158723072,""
$AAPL homo Beniznga fudd pimping every tick on this today.  Major dork,2015-05-22 14:07:53,601751338507177984,""
RT @TrendTrader007: $AAPL beautiful breakout,2015-05-22 14:07:30,601751241056739328,601751217937649665
$AAPL beautiful breakout,2015-05-22 14:07:25,601751217937649665,""
Abriendo 754 largos de $AAPL a 132.59USD con un PT en 198.903 y con un SL en 119.337 IDOP231275  vía @T... http://t.co/LkDbW3jjIE,2015-05-22 14:07:23,601751211377823744,""
"Apple Watch sales started with a bang then tailed off into a whimper,… http://t.co/2PoLP6LStb #9to5Mac $AAPL http://t.co/FRmfZoOfIw",2015-05-22 14:07:06,601751139671904256,""
RT @TripleDTrader: Time for the Uncle Carl $AAPL push. RT @Carl_C_Icahn Good article in @Reuters by @SamuelForgione re $AAPL: http://t.co/H…,2015-05-22 14:07:06,601751139801960449,601750908641345536
"$GE $AAPL $PHG $HOT $TIF:

Smart lighting heats up:

http://t.co/tG5nEF9856",2015-05-22 14:07:01,601751121250648065,""
RT TheStreet: Apple and Alibaba want to work together in China. Expect big things http://t.co/dT63y7T3Vn  $AAPL,2015-05-22 14:06:28,601750981873901568,""
$AAPL 132 P here,2015-05-22 14:06:13,601750918552420352,""
Time for the Uncle Carl $AAPL push. RT @Carl_C_Icahn Good article in @Reuters by @SamuelForgione re $AAPL: http://t.co/HheFtVaIyQ …,2015-05-22 14:06:11,601750908641345536,""
Let's make HUGE profit's on $VIDG news - http://t.co/TnrOpeDK4o #pennystocks $vidg $bayp $aapl $nok $fb $twtr,2015-05-22 14:06:06,601750890526085123,""
Apple's TV service may be delayed - $AAPL,2015-05-22 14:05:17,601750684183171074,""
$AAPL $NFLX $TSLA Friday Market Minute Video Gone Wild - Update from Option Millionaires - Stock Options Chatroom ... http://t.co/o5Us8aEW3i,2015-05-22 14:05:17,601750683738578944,""
"""@tms8700: $AAPL 3-4 weeks after ER !!!"" http://t.co/ZhwKsSYoZP",2015-05-22 14:05:07,601750643112448001,""
RT @MSAlgorithms: $AAPL has been selected 9 times by our Algo2 with an avg monthly return of 5.2%. #investing #Apple http://t.co/FY5egkN24Q,2015-05-22 14:05:07,601750639748718592,601724785349951488
stockhobbit: Logging in now to live stock chat http://t.co/QtV4OWRGjY $GOOG $AAPL $FB $EBAY #options #stocks #da… http://t.co/i8HJt85krl,2015-05-22 14:04:43,601750541258088448,""
bosocial: Sentiquant: #toptickertweets $AAPL $FB $SPY $ISR $PBMD $AVEO $BABA $SHAK $GOOG $TWTR #sentiquant 2015052… http://t.co/i8HJt85krl,2015-05-22 14:04:42,601750536279465984,""
"bosocial: jotaibi61: $MSFT PUT next week
 $SPY $QQQ $AAPL $GOOGL $GOOG $TWTR $FB $BABA $PCLN $TSLA $BIDU $AMZN … … http://t.co/i8HJt85krl",2015-05-22 14:04:41,601750533930655747,""
bosocial: bosocial: bosocial: STERLINGMHOLMES: CBOE: Actives on open @ CBOE: $AAPL $BABA $AMZN $FB $MU $BIDU $SDRL… http://t.co/i8HJt85krl,2015-05-22 14:04:40,601750528566112256,""
bosocial: bosocial: bosocial: bosocial: bosocial: mendez_miguel: RT CBOE: Actives on open @ CBOE: $AAPL $BABA $AMZ… http://t.co/i8HJt85krl,2015-05-22 14:04:39,601750523952377856,""
"bosocial: bosocial: bosocial: bosocial: bosocial: QP_Finance: $BAC News: ""Actives on open @ CBOE: $AAPL $BABA $AMZ… http://t.co/i8HJt85krl",2015-05-22 14:04:36,601750512934002688,""
"bosocial: bosocial: bosocial: bosocial: bosocial: QP_BAC: $BAC News: ""Actives on open @ CBOE: $AAPL $BABA $AMZN $F… http://t.co/i8HJt85krl",2015-05-22 14:04:35,601750508869648384,""
"bosocial: bosocial: bosocial: bosocial: bosocial: QP_Consumer: $AAPL News: ""Actives on open @ CBOE: $AAPL $BABA $A… http://t.co/i8HJt85krl",2015-05-22 14:04:35,601750507829514242,""
